"","CASENUM","COHORT","GENDER","STRATA","SCHOOLID","RACETH","STEM","year_from_baseline","urban","nkids","edulevel","health","time","MISSING","GENDER.int","health.cut"
"1449",5800,"(2) Younger","Male","(7) South-Urban",109,"(4) Asian",NA,23,NA,NA,NA,NA,3,1,1,NA
"1821",5800,"(2) Younger","Male","(7) South-Urban",109,"(4) Asian",NA,24,NA,NA,NA,NA,4,1,1,NA
"146",5811,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,23,"(1) Central Place 1,000,000 or more",2,"PHD",10,3,0,1,"10"
"518",5811,"(1) Older","Male","(2) Northeast-Suburban",212,NA,NA,24,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",10,4,1,1,"10"
"890",5811,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,25,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,5,0,1,"10"
"1262",5811,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,26,"(2) Remainder urban area 1,000,000 or more",2,"PHD",10,6,0,1,"10"
"1634",5811,"(1) Older","Male","(2) Northeast-Suburban",212,NA,0,27,NA,3,"PHD",10,7,0,1,"10"
"147",5822,"(1) Older","Female","(7) South-Urban",205,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",9,3,0,0,"9"
"519",5822,"(1) Older","Female","(7) South-Urban",205,"(3) White",0,24,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",6,4,0,0,"6"
"891",5822,"(1) Older","Female","(7) South-Urban",205,"(3) White",0,25,"(4) Urban areas & towns 50,000-499,999",3,"<PHD",5,5,0,0,"5"
"1263",5822,"(1) Older","Female","(7) South-Urban",205,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",3,"PHD",5,6,0,0,"5"
"1635",5822,"(1) Older","Female","(7) South-Urban",205,"(3) White",0,27,NA,3,"PHD",8,7,0,0,"8"
"148",5862,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",1,23,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",NA,3,0,1,NA
"520",5862,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",1,24,"(1) Central Place 1,000,000 or more",1,"PHD",NA,4,0,1,NA
"892",5862,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",1,25,"(1) Central Place 1,000,000 or more",1,"PHD",NA,5,0,1,NA
"1264",5862,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",0,26,"(1) Central Place 1,000,000 or more",1,"PHD",NA,6,0,1,NA
"1636",5862,"(1) Older","Male","(11) West-Suburban",231,"(4) Asian",1,27,NA,1,"PHD",NA,7,0,1,NA
"334",5888,"(2) Younger","Female","(7) South-Urban",105,"(3) White",1,20,"(5) Rural/small town 49,999 or less",0,"PHD",7,0,0,0,"7"
"706",5888,"(2) Younger","Female","(7) South-Urban",105,"(3) White",1,21,"(5) Rural/small town 49,999 or less",0,"PHD",7,1,0,0,"7"
"1078",5888,"(2) Younger","Female","(7) South-Urban",105,"(3) White",1,22,"(5) Rural/small town 49,999 or less",0,"PHD",7,2,0,0,"7"
"1450",5888,"(2) Younger","Female","(7) South-Urban",105,"(3) White",0,23,"(5) Rural/small town 49,999 or less",0,"PHD",7,3,0,0,"7"
"1822",5888,"(2) Younger","Female","(7) South-Urban",105,"(3) White",0,24,NA,0,"PHD",7,4,0,0,"7"
"149",5892,"(1) Older","Male","(8) South-Suburban",228,"(3) White",0,23,"(5) Rural/small town 49,999 or less",3,"PHD",9,3,0,1,"9"
"521",5892,"(1) Older","Male","(8) South-Suburban",228,"(3) White",0,24,"(4) Urban areas & towns 50,000-499,999",3,"PHD",9,4,0,1,"9"
"893",5892,"(1) Older","Male","(8) South-Suburban",228,"(3) White",0,25,"(4) Urban areas & towns 50,000-499,999",3,"PHD",9,5,0,1,"9"
"1265",5892,"(1) Older","Male","(8) South-Suburban",228,"(3) White",0,26,"(4) Urban areas & towns 50,000-499,999",4,"PHD",9,6,0,1,"9"
"1637",5892,"(1) Older","Male","(8) South-Suburban",228,"(3) White",0,27,NA,4,"PHD",9,7,0,1,"9"
"150",5907,"(1) Older","Female","(11) West-Suburban",230,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",10,3,0,0,"10"
"522",5907,"(1) Older","Female","(11) West-Suburban",230,"(3) White",NA,24,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",10,4,1,0,"10"
"894",5907,"(1) Older","Female","(11) West-Suburban",230,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",10,5,0,0,"10"
"1266",5907,"(1) Older","Female","(11) West-Suburban",230,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",0,"PHD",10,6,0,0,"10"
"1638",5907,"(1) Older","Female","(11) West-Suburban",230,"(3) White",0,27,NA,0,"PHD",10,7,0,0,"10"
"335",5921,"(2) Younger","Female","(6) Northcentral-Rural",309,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"PHD",4,0,0,0,"4"
"707",5921,"(2) Younger","Female","(6) Northcentral-Rural",309,"(3) White",0,21,"(5) Rural/small town 49,999 or less",2,"PHD",4,1,0,0,"4"
"1079",5921,"(2) Younger","Female","(6) Northcentral-Rural",309,"(3) White",NA,22,"(5) Rural/small town 49,999 or less",NA,"PHD",4,2,1,0,"4"
"1451",5921,"(2) Younger","Female","(6) Northcentral-Rural",309,"(3) White",0,23,"(5) Rural/small town 49,999 or less",2,"PHD",4,3,0,0,"4"
"1823",5921,"(2) Younger","Female","(6) Northcentral-Rural",309,"(3) White",0,24,NA,2,"PHD",4,4,0,0,"4"
"151",5922,"(1) Older","Male","(12) West-Rural",244,"(3) White",1,23,"(1) Central Place 1,000,000 or more",2,"<PHD",9,3,0,1,"9"
"523",5922,"(1) Older","Male","(12) West-Rural",244,"(3) White",1,24,"(1) Central Place 1,000,000 or more",2,"<PHD",9,4,0,1,"9"
"895",5922,"(1) Older","Male","(12) West-Rural",244,"(3) White",1,25,"(1) Central Place 1,000,000 or more",2,"<PHD",9,5,0,1,"9"
"1267",5922,"(1) Older","Male","(12) West-Rural",244,"(3) White",1,26,"(1) Central Place 1,000,000 or more",2,"<PHD",9,6,0,1,"9"
"1639",5922,"(1) Older","Male","(12) West-Rural",244,"(3) White",1,27,NA,2,"<PHD",9,7,0,1,"9"
"152",5927,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",1,23,"(5) Rural/small town 49,999 or less",2,"PHD",10,3,0,1,"10"
"524",5927,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",1,24,"(5) Rural/small town 49,999 or less",3,"PHD",10,4,0,1,"10"
"896",5927,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",3,"PHD",10,5,0,1,"10"
"1268",5927,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",3,"PHD",10,6,0,1,"10"
"1640",5927,"(1) Older","Male","(6) Northcentral-Rural",303,"(3) White",1,27,NA,3,"PHD",10,7,0,1,"10"
"153",5933,"(1) Older","Female","(7) South-Urban",308,"(2) Black",0,23,"(1) Central Place 1,000,000 or more",2,"<PHD",10,3,0,0,"10"
"525",5933,"(1) Older","Female","(7) South-Urban",308,"(2) Black",0,24,"(1) Central Place 1,000,000 or more",2,"<PHD",10,4,0,0,"10"
"897",5933,"(1) Older","Female","(7) South-Urban",308,"(2) Black",0,25,"(1) Central Place 1,000,000 or more",2,"<PHD",10,5,0,0,"10"
"1269",5933,"(1) Older","Female","(7) South-Urban",308,"(2) Black",0,26,"(1) Central Place 1,000,000 or more",2,"<PHD",10,6,0,0,"10"
"1641",5933,"(1) Older","Female","(7) South-Urban",308,"(2) Black",0,27,NA,2,"<PHD",10,7,0,0,"10"
"154",5959,"(1) Older","Male","(8) South-Suburban",228,"(1) Hispanic",1,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",10,3,0,1,"10"
"526",5959,"(1) Older","Male","(8) South-Suburban",228,"(1) Hispanic",NA,24,"(2) Remainder urban area 1,000,000 or more",NA,NA,10,4,1,1,"10"
"898",5959,"(1) Older","Male","(8) South-Suburban",228,"(1) Hispanic",1,25,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",10,5,0,1,"10"
"1270",5959,"(1) Older","Male","(8) South-Suburban",228,"(1) Hispanic",1,26,"(2) Remainder urban area 1,000,000 or more",3,"<PHD",10,6,0,1,"10"
"1642",5959,"(1) Older","Male","(8) South-Suburban",228,"(1) Hispanic",1,27,NA,3,"<PHD",8,7,0,1,"8"
"336",5960,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,20,"(5) Rural/small town 49,999 or less",0,"<PHD",10,0,0,1,"10"
"708",5960,"(2) Younger","Male","(9) South-Rural",142,"(3) White",NA,21,"(5) Rural/small town 49,999 or less",NA,"<PHD",10,1,1,1,"10"
"1080",5960,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,22,"(5) Rural/small town 49,999 or less",0,"<PHD",10,2,0,1,"10"
"1452",5960,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,23,"(5) Rural/small town 49,999 or less",0,"<PHD",10,3,0,1,"10"
"1824",5960,"(2) Younger","Male","(9) South-Rural",142,"(3) White",1,24,NA,0,"<PHD",10,4,0,1,"10"
"337",5962,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"PHD",9,0,0,1,"9"
"709",5962,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",0,21,"(5) Rural/small town 49,999 or less",3,"PHD",9,1,0,1,"9"
"1081",5962,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",NA,22,"(5) Rural/small town 49,999 or less",NA,"PHD",9,2,1,1,"9"
"1453",5962,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",0,23,"(5) Rural/small town 49,999 or less",4,"PHD",9,3,0,1,"9"
"1825",5962,"(2) Younger","Male","(6) Northcentral-Rural",137,"(3) White",0,24,NA,4,"PHD",9,4,0,1,"9"
"338",5973,"(2) Younger","Female","(11) West-Suburban",131,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"PHD",10,0,0,0,"10"
"710",5973,"(2) Younger","Female","(11) West-Suburban",131,"(3) White",0,21,"(1) Central Place 1,000,000 or more",0,"PHD",10,1,0,0,"10"
"1082",5973,"(2) Younger","Female","(11) West-Suburban",131,"(3) White",0,22,"(1) Central Place 1,000,000 or more",0,"PHD",10,2,0,0,"10"
"1454",5973,"(2) Younger","Female","(11) West-Suburban",131,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"PHD",10,3,0,0,"10"
"1826",5973,"(2) Younger","Female","(11) West-Suburban",131,"(3) White",0,24,NA,0,"PHD",10,4,0,0,"10"
"339",6015,"(2) Younger","Male","(11) West-Suburban",130,"(4) Asian",0,20,"(1) Central Place 1,000,000 or more",0,"<PHD",8,0,0,1,"8"
"711",6015,"(2) Younger","Male","(11) West-Suburban",130,"(4) Asian",0,21,"(1) Central Place 1,000,000 or more",0,"<PHD",8,1,0,1,"8"
"1083",6015,"(2) Younger","Male","(11) West-Suburban",130,"(4) Asian",0,22,"(1) Central Place 1,000,000 or more",0,"<PHD",6,2,0,1,"6"
"1455",6015,"(2) Younger","Male","(11) West-Suburban",130,"(4) Asian",0,23,"(1) Central Place 1,000,000 or more",0,"<PHD",6,3,0,1,"6"
"1827",6015,"(2) Younger","Male","(11) West-Suburban",130,"(4) Asian",0,24,NA,0,"<PHD",6,4,0,1,"6"
"340",6026,"(2) Younger","Female","(8) South-Suburban",128,"(4) Asian",0,20,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",10,0,0,0,"10"
"712",6026,"(2) Younger","Female","(8) South-Suburban",128,"(4) Asian",0,21,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",10,1,0,0,"10"
"1084",6026,"(2) Younger","Female","(8) South-Suburban",128,"(4) Asian",NA,22,NA,NA,NA,10,2,1,0,"10"
"1456",6026,"(2) Younger","Female","(8) South-Suburban",128,"(4) Asian",NA,23,NA,NA,NA,NA,3,1,0,NA
"1828",6026,"(2) Younger","Female","(8) South-Suburban",128,"(4) Asian",NA,24,NA,NA,NA,NA,4,1,0,NA
"341",6051,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,0,0,0,"9"
"713",6051,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,21,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",9,1,0,0,"9"
"1085",6051,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,22,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,2,0,0,"9"
"1457",6051,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,3,0,0,"9"
"1829",6051,"(2) Younger","Female","(8) South-Suburban",126,"(3) White",0,24,NA,1,"<PHD",9,4,0,0,"9"
"342",6079,"(2) Younger","Male","(11) West-Suburban",132,"(4) Asian",0,20,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,0,0,1,"7"
"714",6079,"(2) Younger","Male","(11) West-Suburban",132,"(4) Asian",NA,21,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",7,1,1,1,"7"
"1086",6079,"(2) Younger","Male","(11) West-Suburban",132,"(4) Asian",NA,22,"(2) Remainder urban area 1,000,000 or more",NA,"<PHD",7,2,1,1,"7"
"1458",6079,"(2) Younger","Male","(11) West-Suburban",132,"(4) Asian",0,23,"(2) Remainder urban area 1,000,000 or more",0,"<PHD",7,3,0,1,"7"
"1830",6079,"(2) Younger","Male","(11) West-Suburban",132,"(4) Asian",0,24,NA,0,"<PHD",7,4,0,1,"7"
"155",6082,"(1) Older","Female","(2) Northeast-Suburban",212,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,3,0,0,"9"
"527",6082,"(1) Older","Female","(2) Northeast-Suburban",212,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",9,4,0,0,"9"
"899",6082,"(1) Older","Female","(2) Northeast-Suburban",212,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,5,0,0,"9"
"1271",6082,"(1) Older","Female","(2) Northeast-Suburban",212,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",9,6,0,0,"9"
"1643",6082,"(1) Older","Female","(2) Northeast-Suburban",212,"(3) White",1,27,NA,2,"<PHD",9,7,0,0,"9"
"343",6098,"(2) Younger","Female","(11) West-Suburban",132,"(3) White",0,20,"(3) Urban areas and towns 500,000-999,999",3,"<PHD",8,0,0,0,"8"
"715",6098,"(2) Younger","Female","(11) West-Suburban",132,"(3) White",0,21,"(3) Urban areas and towns 500,000-999,999",3,"<PHD",8,1,0,0,"8"
"1087",6098,"(2) Younger","Female","(11) West-Suburban",132,"(3) White",0,22,"(3) Urban areas and towns 500,000-999,999",3,"<PHD",8,2,0,0,"8"
"1459",6098,"(2) Younger","Female","(11) West-Suburban",132,"(3) White",0,23,"(3) Urban areas and towns 500,000-999,999",4,"<PHD",8,3,0,0,"8"
"1831",6098,"(2) Younger","Female","(11) West-Suburban",132,"(3) White",0,24,NA,4,"<PHD",8,4,0,0,"8"
"344",6103,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",0,20,"(1) Central Place 1,000,000 or more",0,"PHD",8,0,0,1,"8"
"716",6103,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",0,21,"(1) Central Place 1,000,000 or more",0,"PHD",8,1,0,1,"8"
"1088",6103,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",0,22,"(1) Central Place 1,000,000 or more",0,"PHD",8,2,0,1,"8"
"1460",6103,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,1,"8"
"1832",6103,"(2) Younger","Male","(5) Northcentral-Suburban",121,"(3) White",0,24,NA,0,"PHD",8,4,0,1,"8"
"156",6104,"(1) Older","Male","(6) Northcentral-Rural",237,"(3) White",1,23,"(5) Rural/small town 49,999 or less",3,"<PHD",8,3,0,1,"8"
"528",6104,"(1) Older","Male","(6) Northcentral-Rural",237,"(3) White",1,24,"(5) Rural/small town 49,999 or less",3,"<PHD",8,4,0,1,"8"
"900",6104,"(1) Older","Male","(6) Northcentral-Rural",237,"(3) White",1,25,"(5) Rural/small town 49,999 or less",3,"<PHD",8,5,0,1,"8"
"1272",6104,"(1) Older","Male","(6) Northcentral-Rural",237,"(3) White",1,26,"(5) Rural/small town 49,999 or less",3,"<PHD",8,6,0,1,"8"
"1644",6104,"(1) Older","Male","(6) Northcentral-Rural",237,"(3) White",1,27,NA,3,"<PHD",8,7,0,1,"8"
"345",6116,"(2) Younger","Female","(10) West-Urban",111,"(4) Asian",0,20,"(1) Central Place 1,000,000 or more",2,"<PHD",8,0,0,0,"8"
"717",6116,"(2) Younger","Female","(10) West-Urban",111,"(4) Asian",NA,21,NA,NA,NA,8,1,1,0,"8"
"1089",6116,"(2) Younger","Female","(10) West-Urban",111,"(4) Asian",NA,22,NA,NA,NA,8,2,1,0,"8"
"1461",6116,"(2) Younger","Female","(10) West-Urban",111,"(4) Asian",0,23,"(1) Central Place 1,000,000 or more",2,"<PHD",8,3,0,0,"8"
"1833",6116,"(2) Younger","Female","(10) West-Urban",111,"(4) Asian",0,24,NA,2,"<PHD",8,4,0,0,"8"
"346",6122,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",1,20,"(1) Central Place 1,000,000 or more",1,"PHD",8,0,0,1,"8"
"718",6122,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",NA,21,"(2) Remainder urban area 1,000,000 or more",NA,"PHD",8,1,1,1,"8"
"1090",6122,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",0,22,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,2,0,1,"8"
"1462",6122,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",1,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,3,0,1,"8"
"1834",6122,"(2) Younger","Male","(10) West-Urban",111,"(4) Asian",1,24,NA,2,"PHD",8,4,0,1,"8"
"347",6155,"(2) Younger","Male","(11) West-Suburban",133,"(1) Hispanic",1,20,"(5) Rural/small town 49,999 or less",0,"PHD",7,0,0,1,"7"
"719",6155,"(2) Younger","Male","(11) West-Suburban",133,"(1) Hispanic",1,21,"(5) Rural/small town 49,999 or less",0,"PHD",7,1,0,1,"7"
"1091",6155,"(2) Younger","Male","(11) West-Suburban",133,"(1) Hispanic",1,22,"(5) Rural/small town 49,999 or less",0,"PHD",7,2,0,1,"7"
"1463",6155,"(2) Younger","Male","(11) West-Suburban",133,"(1) Hispanic",NA,23,NA,NA,NA,8,3,1,1,"8"
"1835",6155,"(2) Younger","Male","(11) West-Suburban",133,"(1) Hispanic",1,24,NA,1,"PHD",9,4,0,1,"9"
"157",6173,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,3,0,1,"8"
"529",6173,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,24,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,4,0,1,"8"
"901",6173,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,25,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,5,0,1,"8"
"1273",6173,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,26,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,6,0,1,"8"
"1645",6173,"(1) Older","Male","(5) Northcentral-Suburban",223,"(3) White",1,27,NA,2,"PHD",8,7,0,1,"8"
"348",6192,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",0,20,"(4) Urban areas & towns 50,000-499,999",1,"<PHD",10,0,0,0,"10"
"720",6192,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",0,21,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",10,1,0,0,"10"
"1092",6192,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",0,22,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",10,2,0,0,"10"
"1464",6192,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",0,23,"(4) Urban areas & towns 50,000-499,999",2,"<PHD",10,3,0,0,"10"
"1836",6192,"(2) Younger","Female","(2) Northeast-Suburban",112,"(3) White",0,24,NA,3,"<PHD",10,4,0,0,"10"
"158",6204,"(1) Older","Female","(5) Northcentral-Suburban",219,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,3,0,0,"8"
"530",6204,"(1) Older","Female","(5) Northcentral-Suburban",219,"(3) White",0,24,"(2) Remainder urban area 1,000,000 or more",0,"PHD",8,4,0,0,"8"
"902",6204,"(1) Older","Female","(5) Northcentral-Suburban",219,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,5,0,0,"8"
"1274",6204,"(1) Older","Female","(5) Northcentral-Suburban",219,"(3) White",0,26,"(2) Remainder urban area 1,000,000 or more",2,"PHD",8,6,0,0,"8"
"1646",6204,"(1) Older","Female","(5) Northcentral-Suburban",219,"(3) White",0,27,NA,2,"PHD",8,7,0,0,"8"
"349",6207,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",8,0,0,1,"8"
"721",6207,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,1,0,1,"8"
"1093",6207,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,2,0,1,"8"
"1465",6207,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,23,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,3,0,1,"8"
"1837",6207,"(2) Younger","Male","(5) Northcentral-Suburban",123,"(3) White",1,24,NA,2,"<PHD",8,4,0,1,"8"
"350",6208,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,20,"(5) Rural/small town 49,999 or less",3,"<PHD",8,0,0,1,"8"
"722",6208,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,21,"(5) Rural/small town 49,999 or less",3,"<PHD",8,1,0,1,"8"
"1094",6208,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,22,"(5) Rural/small town 49,999 or less",3,"<PHD",8,2,0,1,"8"
"1466",6208,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,23,"(5) Rural/small town 49,999 or less",3,"<PHD",7,3,0,1,"7"
"1838",6208,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",1,24,NA,3,"<PHD",7,4,0,1,"7"
"351",6211,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,20,"(5) Rural/small town 49,999 or less",2,"<PHD",8,0,0,1,"8"
"723",6211,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,21,"(5) Rural/small town 49,999 or less",2,"<PHD",8,1,0,1,"8"
"1095",6211,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,22,"(5) Rural/small town 49,999 or less",3,"<PHD",8,2,0,1,"8"
"1467",6211,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,23,"(2) Remainder urban area 1,000,000 or more",3,"PHD",8,3,0,1,"8"
"1839",6211,"(2) Younger","Male","(6) Northcentral-Rural",309,"(3) White",0,24,NA,3,"PHD",8,4,0,1,"8"
"352",6221,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,20,"(2) Remainder urban area 1,000,000 or more",0,"PHD",7,0,0,1,"7"
"724",6221,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",0,"PHD",7,1,0,1,"7"
"1096",6221,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,22,"(1) Central Place 1,000,000 or more",0,"PHD",7,2,0,1,"7"
"1468",6221,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,23,"(1) Central Place 1,000,000 or more",0,"PHD",7,3,0,1,"7"
"1840",6221,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,24,NA,0,"PHD",7,4,0,1,"7"
"159",6222,"(1) Older","Female","(10) West-Urban",211,"(4) Asian",0,23,"(2) Remainder urban area 1,000,000 or more",1,"<PHD",8,3,0,0,"8"
"531",6222,"(1) Older","Female","(10) West-Urban",211,"(4) Asian",0,24,"(2) Remainder urban area 1,000,000 or more",2,"<PHD",8,4,0,0,"8"
"903",6222,"(1) Older","Female","(10) West-Urban",211,"(4) Asian",0,25,"(2) Remainder urban area 1,000,000 or more",3,NA,8,5,0,0,"8"
"1275",6222,"(1) Older","Female","(10) West-Urban",211,"(4) Asian",NA,26,NA,NA,NA,NA,6,1,0,NA
"1647",6222,"(1) Older","Female","(10) West-Urban",211,"(4) Asian",NA,27,NA,NA,NA,NA,7,1,0,NA
"160",6225,"(1) Older","Male","(3) Northeast-Rural",302,"(3) White",0,23,"(1) Central Place 1,000,000 or more",2,"PHD",9,3,0,1,"9"
"532",6225,"(1) Older","Male","(3) Northeast-Rural",302,"(3) White",0,24,"(1) Central Place 1,000,000 or more",2,"PHD",9,4,0,1,"9"
"904",6225,"(1) Older","Male","(3) Northeast-Rural",302,"(3) White",0,25,"(2) Remainder urban area 1,000,000 or more",2,"PHD",9,5,0,1,"9"
"1276",6225,"(1) Older","Male","(3) Northeast-Rural",302,"(3) White",0,26,"(5) Rural/small town 49,999 or less",2,"PHD",9,6,0,1,"9"
"1648",6225,"(1) Older","Male","(3) Northeast-Rural",302,"(3) White",0,27,NA,2,"PHD",9,7,0,1,"9"
"161",6227,"(1) Older","Male","(9) South-Rural",240,"(3) White",0,23,"(1) Central Place 1,000,000 or more",0,"PHD",7,3,0,1,"7"
"533",6227,"(1) Older","Male","(9) South-Rural",240,"(3) White",0,24,"(1) Central Place 1,000,000 or more",1,"PHD",7,4,0,1,"7"
"905",6227,"(1) Older","Male","(9) South-Rural",240,"(3) White",0,25,"(1) Central Place 1,000,000 or more",1,"PHD",7,5,0,1,"7"
"1277",6227,"(1) Older","Male","(9) South-Rural",240,"(3) White",0,26,"(1) Central Place 1,000,000 or more",1,"PHD",7,6,0,1,"7"
"1649",6227,"(1) Older","Male","(9) South-Rural",240,"(3) White",0,27,NA,2,"PHD",7,7,0,1,"7"
"353",6239,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,20,"(5) Rural/small town 49,999 or less",0,"PHD",7,0,0,1,"7"
"725",6239,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,21,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,1,0,1,"7"
"1097",6239,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,22,"(2) Remainder urban area 1,000,000 or more",1,"PHD",7,2,0,1,"7"
"1469",6239,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,23,"(4) Urban areas & towns 50,000-499,999",2,"PHD",7,3,0,1,"7"
"1841",6239,"(2) Younger","Male","(11) West-Suburban",130,"(3) White",1,24,NA,2,"PHD",7,4,0,1,"7"
"162",6244,"(1) Older","Female","(9) South-Rural",239,"(2) Black",0,23,"(5) Rural/small town 49,999 or less",0,"<PHD",8,3,0,0,"8"
